Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides B1,Peptides B2,Peptides B3,Peptides D1,Peptides D2,Peptides D3,Razor + unique peptides B1,Razor + unique peptides B2,Razor + unique peptides B3,Razor + unique peptides D1,Razor + unique peptides D2,Razor + unique peptides D3,Unique peptides B1,Unique peptides B2,Unique peptides B3,Unique peptides D1,Unique peptides D2,Unique peptides D3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type B1,Identification type B2,Identification type B3,Identification type D1,Identification type D2,Identification type D3,Sequence coverage B1 [%],Sequence coverage B2 [%],Sequence coverage B3 [%],Sequence coverage D1 [%],Sequence coverage D2 [%],Sequence coverage D3 [%],Intensity,Intensity B1,Intensity B2,Intensity B3,Intensity D1,Intensity D2,Intensity D3,LFQ intensity B1,LFQ intensity B2,LFQ intensity B3,LFQ intensity D1,LFQ intensity D2,LFQ intensity D3,MS/MS count B1,MS/MS count B2,MS/MS count B3,MS/MS count D1,MS/MS count D2,MS/MS count D3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
P27661;Q8CGP5;C0HKE7;C0HKE2;C0HKE3;C0HKE4;C0HKE5;C0HKE1;C0HKE8;C0HKE9;Q8CGP6;Q8BFU2;Q64523;Q8R1M2;Q8CGP7;Q6GSS7;C0HKE6;Q64522,P27661;Q8CGP5;C0HKE7;C0HKE2;C0HKE3;C0HKE4;C0HKE5;C0HKE1;C0HKE8;C0HKE9;Q8CGP6;Q8BFU2;Q64523;Q8R1M2;Q8CGP7;Q6GSS7;C0HKE6,3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1,3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,Histone H2AX;Histone H2A type 1-F;Histone H2A type 1-H;Histone H2A type 3;Histone H2A type 2-C;Histone H2A.J;Histone H2A type 1-K;Histone H2A type 2-A,H2afx;Hist1h2af;Hist1h2ah;Hist3h2a;Hist2h2ac;H2afj;Hist1h2ak;Hist2h2aa1,sp|P27661|H2AX_MOUSE Histone H2AX OS=Mus musculus OX=10090 GN=H2ax PE=1 SV=2;sp|Q8CGP5|H2A1F_MOUSE Histone H2A type 1-F OS=Mus musculus OX=10090 GN=Hist1h2af PE=1 SV=3;sp|C0HKE7|H2A1N_MOUSE Histone H2A type 1-N OS=Mus musculus OX=10090 GN=Hist1h2an PE=1 SV,18,3,3,1,2,1,2,3,3,3,2,1,2,3,3,3,1,0,1,1,1,1,16.1,16.1,9.8,15.142,143,143;130;130;130;130;130;130;130;130;130;128;130;129;129;130;130;130;130,1,14,0,7.4709,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,16.1,6.3,16.1,16.1,16.1,16.1,97998000,1191300,1757300,2722600,28567000,25148000,38612000,0,0,2706000,1631500,1720200,2190800,2,1,1,3,3,3,13,,,,30,239;3709;3711,True;True;True,247;3845;3847,951;952;953;954;955;956;15075;15076;15077;15083;15084;15085;15086;15087,740;741;742;743;744;745;11931;11932;11933;11934;11939;11940;11941,743;11931;11940,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
CON__P00761,CON__P00761,3,3,3,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,16.5,16.5,16.5,24.409,231,231,1,145,0,166.81,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,16.5,16.5,16.5,16.5,16.5,16.5,13180000000,2827300000,2666700000,2261300000,1960300000,1454900000,2009300000,5425800000,3087000000,2465400000,218390000,110880000,104470000,44,45,41,9,8,7,154,,,+,31,5745;6672;10183,True;True;True,5964;6929;10644,24119;24120;24121;24122;24123;24124;24125;24126;24127;28152;28153;28154;28155;28156;28157;28158;28159;28160;43399;43400;43401;43402;43403;43404;43405;43406;43407;43408;43409;43410;43411;43412;43413;43414;43415;43416;43417;43418;43419;43420;43421;43422;43423;43424;43425;43426;43427;43428;43429;43430;43431;43432;43433;43434;43435;43436;43437;43438;43439;43440;43441;43442;43443;43444;43445;43446;43447;43448;43449;43450;43451;43452;43453;43454;43455;43456;43457;43458;43459;43460;43461;43462;43463;43464;43465;43466;43467;43468;43469;43470;43471;43472;43473;43474;43475;43476;43477;43478;43479;43480;43481;43482;43483;43484;43485;43486;43487;43488;43489;43490;43491;43492;43493;43494;43495;43496;43497;43498;43499;43500;43501;43502;43503;43504;43505;43506;43507;43508;43509;43510;43511;43512;43513;43514;43515;43516;43517;43518;43519;43520;43521;43522;43523;43524;43525,19022;19023;19024;19025;19026;19027;19028;19029;19030;22156;22157;22158;22159;34389;34390;34391;34392;34393;34394;34395;34396;34397;34398;34399;34400;34401;34402;34403;34404;34405;34406;34407;34408;34409;34410;34411;34412;34413;34414;34415;34416;34417;34418;34419;34420;34421;34422;34423;34424;34425;34426;34427;34428;34429;34430;34431;34432;34433;34434;34435;34436;34437;34438;34439;34440;34441;34442;34443;34444;34445;34446;34447;34448;34449;34450;34451;34452;34453;34454;34455;34456;34457;34458;34459;34460;34461;34462;34463;34464;34465;34466;34467;34468;34469;34470;34471;34472;34473;34474;34475;34476;34477;34478;34479;34480;34481;34482;34483;34484;34485;34486;34487;34488;34489;34490;34491;34492;34493;34494;34495;34496;34497;34498;34499;34500;34501;34502;34503;34504;34505;34506;34507;34508;34509;34510;34511;34512;34513;34514;34515;34516;34517;34518;34519;34520;34521;34522;34523;34524;34525;34526;34527;34528;34529,19030;22156;34467,,,-1
CON__P01966,CON__P01966,3,3,3,,,,1,3,3,3,2,2,1,3,2,1,2,2,1,3,2,1,2,2,1,3,2,1,26.1,26.1,26.1,15.184,142,142,1,11,0,6.0916,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,17.6,17.6,6.3,26.1,17.6,6.3,13512000,554960,447750,203350,4902800,3216600,4186900,625790,329540,0,286740,186390,0,0,1,0,3,2,1,7,,,+,32,2523;6938;10105,True;True;True,2614;7226;10565,10052;29241;29242;29243;29244;29245;29246;43074;43075;43076;43077,7876;22951;22952;22953;22954;34146;34147,7876;22953;34146,11,33,-1
CON__P02533;Q61781;Q61414;CON__A2A4G1;P19001;CON__P19001;CON__Q61782,CON__P02533,17;8;7;7;5;5;3,14;6;4;4;3;3;3,4;1;0;0;0;0;1,,,,7,17,14,4,15,11,12,11,8,6,13,9,10,8,6,4,4,2,3,2,1,1,33.9,28.6,15,51.621,472,472;484;452;456;403;403;93,1,51,0,62.881,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,31.6,21.8,25.2,26.3,17.2,12.7,107680000,29961000,9415200,22820000,22683000,13253000,9553300,8257000,1147800,2792900,581220,408960,225480,13,5,8,6,5,2,39,,,+,33,91;403;603;724;725;5167;5409;5500;5642;7183;7994;8372;8568;8716;9963;10535;10914,True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;False,94;418;628;751;752;5367;5615;5706;5857;7517;8362;8746;8953;9105;10415;11014;11410,352;1640;1641;1642;1643;1644;1645;2405;2406;2407;2408;2857;2858;2859;2860;2861;21684;21685;22755;22756;22757;22758;22759;22760;23091;23696;23697;23698;23699;30660;30661;30662;30663;34074;34075;34076;35618;35619;35620;35621;35622;36441;36442;36443;37030;37031;37032;37033;37034;37035;42487;45176;45177;45178;45179;45180;45181;45182;46742;46743;46744;46745;46746;46747,276;1284;1285;1286;1876;1877;1878;1879;2239;2240;2241;2242;17118;17945;17946;17947;17948;17949;17950;18201;18674;18675;18676;24322;26823;26824;27906;27907;27908;27909;27910;28475;28476;28477;28919;28920;28921;28922;28923;33677;35857;35858;35859;35860;35861;35862;37047;37048,276;1284;1878;2239;2240;17118;17945;18201;18674;24322;26823;27910;28476;28922;33677;35862;37048,12,119,-1;-1;-1;-1;-1;-1;-1
CON__P02769;CON__P02768-1,CON__P02769,7;2,7;2,7;2,,,,2,7,7,7,6,5,6,5,4,3,6,5,6,5,4,3,6,5,6,5,4,3,7.9,7.9,7.9,69.293,607,607;609,1,29,0,44.382,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,7.6,7.9,7.6,7.9,6.3,3.8,78972000,7969600,8064000,8037300,21005000,20550000,13346000,4527200,2709600,2224000,849080,707430,738720,5,3,4,3,2,3,20,,,+,34,1149;2496;5242;5366;5750;8032;10755,True;True;True;True;True;True;True,1192;2587;5443;5571;5969;8400;11248,4581;4582;9946;9947;21979;21980;21981;21982;21983;21984;22552;22553;22554;22555;22556;24150;24151;24152;24153;24154;24155;34200;34201;34202;34203;34204;46133;46134;46135,3564;7799;7800;17349;17350;17351;17352;17793;17794;19053;19054;19055;19056;19057;26929;26930;26931;26932;36571;36572,3564;7800;17350;17794;19056;26931;36572,,,-1;-1
CON__P04264;CON__H-INV:HIT000016045,CON__P04264,39;1,39;1,25;0,,,,2,39,39,25,39,32,32,27,21,24,39,32,32,27,21,24,25,20,20,16,15,16,51.2,51.2,37,66.017,644,644;99,1,229,0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,51.2,47.8,47.8,43.8,37.9,41,3537000000,1066600000,290760000,510830000,519280000,672290000,477230000,281780000,44683000,70313000,10907000,11354000,7571300,60,32,36,24,20,23,195,,,+,35,113;2058;2541;2542;2977;3368;4033;5230;5231;5460;5576;6175;6238;6239;6596;6597;7252;7253;7264;7342;7816;7817;7818;8538;8811;8894;8904;8905;8958;9008;9009;9045;9661;9662;9781;9832;9833;11024;11172,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,117;2133;2634;2635;3082;3488;4185;5430;5431;5666;5789;6411;6480;6481;6851;6852;7590;7591;7602;7686;7687;8177;8178;8179;8917;9202;9288;9299;9300;9355;9408;9409;9445;10100;10101;10223;10278;10279;11522;11672,443;444;8234;10148;10149;10150;10151;10152;10153;10154;10155;11937;11938;11939;11940;11941;11942;11943;13578;13579;13580;13581;13582;13583;13584;13585;16539;16540;16541;16542;16543;16544;21919;21920;21921;21922;21923;21924;21925;21926;21927;22943;22944;22945;23457;26027;26028;26029;26030;26031;26293;26294;26295;26296;26297;26298;26299;26300;26301;26302;26303;26304;26305;27821;27822;27823;27824;27825;27826;27827;27828;27829;27830;27831;27832;27833;27834;27835;27836;30974;30975;30976;30977;30978;30979;30980;30981;31028;31029;31030;31031;31032;31033;31034;31035;31036;31037;31038;31039;31040;31359;31360;31361;31362;31363;31364;31365;31366;31367;31368;33354;33355;33356;33357;33358;33359;33360;33361;33362;33363;33364;33365;33366;36252;36253;36254;36255;37404;37405;37406;37407;37408;37409;37410;37411;37412;37413;37752;37800;37801;37802;37803;37804;37805;37806;37807;37808;37809;38038;38039;38040;38041;38042;38241;38242;38243;38244;38245;38246;38247;38248;38249;38250;38376;38377;38378;38379;38380;38381;41253;41254;41255;41256;41257;41258;41259;41260;41261;41262;41263;41264;41265;41266;41267;41268;41269;41270;41763;41764;41765;41766;41767;41768;41769;41968;41969;41970;41971;41972;41973;41974;41975;41976;41977;41978;41979;41980;41981;47200;47201;47202;47203;47204;47205;47206;47207;47881;47882;47883;47884;47885;47886;47887;47888;47889;47890;47891;47892;47893,356;357;6415;7950;7951;7952;7953;7954;7955;7956;9362;9363;9364;9365;9366;9367;9368;9369;9370;10680;10681;10682;10683;10684;10685;10686;10687;13119;13120;13121;13122;13123;13124;17310;17311;17312;17313;17314;17315;17316;17317;18082;18083;18084;18497;20519;20520;20521;20522;20523;20723;20724;20725;20726;20727;20728;20729;20730;20731;20732;20733;20734;21908;21909;21910;21911;21912;21913;21914;21915;21916;21917;24556;24557;24558;24559;24560;24561;24562;24563;24564;24602;24603;24604;24605;24606;24607;24608;24609;24610;24836;24837;24838;24839;24840;24841;26313;26314;26315;26316;26317;26318;26319;26320;26321;26322;26323;28355;29201;29202;29203;29204;29205;29206;29207;29208;29209;29477;29522;29523;29524;29525;29526;29527;29528;29529;29530;29531;29697;29698;29699;29700;29701;29843;29844;29845;29846;29847;29848;29849;29850;29851;29852;29853;29958;29959;32665;32666;32667;32668;32669;32670;32671;32672;32673;32674;32675;32676;32677;32678;33082;33083;33084;33085;33086;33253;33254;33255;33256;33257;33258;33259;33260;33261;33262;33263;33264;33265;33266;33267;33268;37363;37364;37365;37366;37367;37368;37369;37906;37907;37908;37909;37910;37911;37912;37913;37914;37915,356;6415;7952;7956;9370;10686;13119;17312;17317;18082;18497;20520;20723;20731;21910;21917;24557;24563;24608;24838;26313;26320;26323;28355;29208;29477;29525;29530;29698;29843;29853;29958;32665;32673;33082;33253;33265;37367;37913,13;14,259;262,-1;-1
CON__P08779,CON__P08779,17,7,3,,,,1,17,7,3,14,8,8,11,10,7,6,2,1,4,4,3,3,1,1,3,3,2,33,18,8,51.267,473,473,1,20,0,27.859,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,27.5,15.2,12.5,25.6,21.8,15.2,26461000,5341600,376600,225690,7614500,7411000,5491600,4842500,659060,0,383200,319880,317990,6,0,0,3,3,2,14,,,+,36,403;602;724;725;3295;4353;5166;5409;5500;5642;7182;7998;8568;9734;9963;10535;10914,False;True;False;False;True;True;True;False;False;False;True;True;False;True;False;False;False,418;627;751;752;3413;4516;5366;5615;5706;5857;7516;8366;8953;10175;10415;11014;11410,1640;1641;1642;1643;1644;1645;2402;2403;2404;2857;2858;2859;2860;2861;13305;17935;17936;17937;21682;21683;22755;22756;22757;22758;22759;22760;23091;23696;23697;23698;23699;30659;34087;34088;34089;34090;36441;36442;36443;41580;41581;41582;41583;41584;41585;42487;45176;45177;45178;45179;45180;45181;45182;46742;46743;46744;46745;46746;46747,1284;1285;1286;1874;1875;2239;2240;2241;2242;10462;14227;17116;17117;17945;17946;17947;17948;17949;17950;18201;18674;18675;18676;24321;26831;26832;26833;28475;28476;28477;32928;32929;32930;32931;33677;35857;35858;35859;35860;35861;35862;37047;37048,1284;1874;2239;2240;10462;14227;17117;17945;18201;18674;24321;26831;28476;32928;33677;35862;37048,12;15;16,121;289;296,-1
CON__P12763,CON__P12763,3,3,3,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,10,38.418,359,359,1,21,0,10.854,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10,10,10,10,10,10,151380000,2305200,2383700,2950600,47533000,29697000,66515000,1487000,760350,774820,2232800,1251400,2563100,2,3,2,4,3,5,19,,,+,37,3851;7654;9893,True;True;True,3994;8009;10341,15714;15715;15716;15717;15718;15719;32638;32639;32640;32641;32642;32643;32644;32645;32646;42207;42208;42209;42210;42211;42212,12425;12426;12427;12428;12429;12430;25808;25809;25810;25811;25812;25813;33448;33449;33450;33451;33452;33453;33454,12426;25809;33452,,,-1
CON__P13645;CON__Q7Z3Y7;CON__Q148H6;CON__Q2M2I5;CON__Q7Z3Y8;CON__Q7Z3Z0;P05784;CON__A2AB72;CON__Q99456;CON__REFSEQ:XP_986630;CON__O76014;CON__Q7Z3Y9;CON__O76013;CON__O76015;CON__Q497I4;CON__Q14525;A1L317;CON__P05784;CON__Q9UE12;CON__A2A5Y0;Q61897;Q6IFX3;Q8VCW2;CON__Q92764;B1AQ75;Q62168;Q61765;Q9Z320;Q497I4;A6BLY7;CON__Q15323,CON__P13645,25;4;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,25;4;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,15;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,,,31,25,25,15,24,21,23,20,15,18,24,21,23,20,15,18,15,14,14,11,8,11,37.4,37.4,24.6,59.51,593,593;486;464;525;459;450;423;453;494;476;471;468;467;456;455;404;512;423;416;416;404;439;446;425;473;407;416;448;455;462;416,1,124,0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,35.9,35.9,35.9,32.5,27.5,30.9,1672100000,292190000,105680000,452960000,351740000,171650000,297860000,88316000,15956000,47779000,6093400,2662900,4483400,28,18,25,14,15,16,116,,,+,38,92;406;908;3344;4270;4564;4789;5165;5409;5500;5635;6028;7181;8012;8027;8028;8570;8717;8916;9216;9217;9679;10536;10914;11185,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,95;421;943;3463;4429;4740;4974;5365;5615;5706;5850;6260;7515;8380;8395;8396;8955;9106;9311;9629;9630;10120;11015;11410;11685,353;354;355;356;357;358;1653;1654;1655;1656;1657;1658;3632;3633;3634;13472;13473;13474;13475;13476;13477;17587;17588;17589;17590;17591;17592;19001;19002;19003;19004;19005;19006;19980;19981;21679;21680;21681;22755;22756;22757;22758;22759;22760;23091;23672;23673;23674;23675;23676;23677;25406;25407;25408;25409;25410;25411;30656;30657;30658;34136;34137;34138;34139;34140;34141;34187;34188;34189;34190;34191;34192;36445;36446;36447;36448;36449;36450;37036;37037;37038;37039;37040;37041;37858;37859;37860;37861;37862;37863;39022;39023;39024;39025;39026;39027;39028;39029;39030;39031;39032;41344;41345;41346;41347;41348;41349;45183;45184;45185;45186;45187;45188;46742;46743;46744;46745;46746;46747;47945;47946;47947;47948;47949,277;278;279;280;281;282;283;284;285;286;1291;1292;1293;2849;2850;10597;10598;10599;10600;10601;10602;10603;10604;10605;10606;13960;13961;13962;13963;13964;13965;15124;15125;15126;15127;15128;15129;15863;17115;17945;17946;17947;17948;17949;17950;18201;18653;18654;18655;18656;18657;18658;20058;20059;20060;20061;20062;24319;24320;26872;26873;26874;26875;26876;26877;26878;26917;26918;26919;26920;26921;28479;28480;28481;28482;28483;28484;28924;28925;28926;28927;28928;28929;29572;29573;29574;29575;30467;30468;30469;30470;30471;30472;30473;30474;30475;32735;32736;32737;32738;32739;32740;32741;32742;32743;35863;35864;35865;35866;35867;35868;37047;37048;37955;37956;37957,285;1291;2849;10604;13960;15127;15863;17115;17945;18201;18653;20058;24319;26873;26917;26921;28483;28924;29573;30469;30475;32739;35866;37048;37956,12;17,150;271,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
CON__P13646-1,CON__P13646-1,12,7,2,,,,1,12,7,2,5,10,5,3,1,1,1,7,0,0,0,0,0,2,0,0,0,0,21,13.5,3.5,49.586,458,458,1,8,0,10.649,By matching,By MS/MS,By matching,By matching,By matching,By matching,9,20.5,7.6,7,2.6,2.6,7318600,95918,7222700,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,,,+,39,403;909;2050;4378;5510;5642;8027;8028;8569;9539;9963;10467,False;True;True;True;True;False;False;False;True;True;False;True,418;944;2125;4541;5718;5857;8395;8396;8954;9967;10415;10940,1640;1641;1642;1643;1644;1645;3635;8211;18031;23150;23696;23697;23698;23699;34187;34188;34189;34190;34191;34192;36444;40572;40573;42487;44829,1284;1285;1286;2851;6399;14293;18250;18674;18675;18676;26917;26918;26919;26920;26921;28478;32029;33677;35599,1284;2851;6399;14293;18250;18674;26917;26921;28478;32029;33677;35599,,,-1
CON__P13647,CON__P13647,23,19,5,,,,1,23,19,5,20,16,20,13,11,11,16,14,16,11,9,7,4,5,5,4,4,3,34.4,27.1,5.6,62.378,590,590,1,80,0,81.778,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,29.3,24.7,30.8,20.7,17.8,20.5,180410000,41607000,15113000,42415000,35139000,26951000,19182000,16717000,3626100,8894000,1120500,909420,596150,17,10,16,3,4,2,52,,,+,40,1363;2300;2918;3317;4597;5436;5462;6555;6556;7249;7264;7277;7341;7847;7938;8491;8781;9244;9516;10020;10021;10200;11173,True;False;True;True;True;True;False;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True;True,1409;2386;3020;3436;4777;5642;5668;6810;6811;7587;7602;7616;7684;7685;8208;8303;8869;9171;9658;9944;10475;10476;10477;10661;10662;11673,5397;9144;9145;9146;9147;9148;11688;13386;13387;13388;13389;13390;19162;19163;19164;19165;19166;19167;19168;22852;22853;22949;22950;22951;22952;22953;22954;22955;22956;27659;27660;27661;27662;27663;27664;27665;27666;27667;27668;27669;27670;27671;27672;30959;30960;30961;30962;30963;30964;31028;31029;31030;31031;31032;31033;31034;31035;31036;31037;31038;31039;31040;31092;31093;31094;31095;31354;31355;31356;31357;31358;33495;33496;33497;33498;33499;33500;33852;33853;33854;33855;33856;36105;36106;36107;36108;36109;37276;37277;37278;37279;37280;39132;39133;39134;39135;40512;42696;42697;42698;42699;42700;42701;43588;43589;43590;47894;47895;47896;47897,4199;7137;7138;7139;9172;10527;10528;10529;10530;15255;15256;15257;15258;15259;15260;18018;18087;18088;18089;21798;21799;21800;21801;21802;24547;24548;24549;24550;24551;24552;24602;24603;24604;24605;24606;24607;24608;24609;24610;24646;24647;24648;24833;24834;24835;26421;26422;26423;26424;26425;26677;28236;28237;28238;28239;28240;29094;29095;30560;31979;33839;33840;33841;33842;33843;34586;34587;37916;37917;37918,4199;7137;9172;10528;15255;18018;18089;21798;21801;24548;24608;24648;24833;26425;26677;28238;29094;30560;31979;33839;33841;34587;37917,18;19;20;21;22,247;274;284;297;303,-1
CON__P19013,CON__P19013,12,12,8,,,,1,12,12,8,1,12,0,1,1,2,1,12,0,1,1,2,0,8,0,1,1,2,20.9,20.9,15.2,63.91,594,594,1,18,0,106.03,By MS/MS,By MS/MS,,By MS/MS,By matching,By MS/MS,2,20.9,0,2.9,2.4,4.4,19994000,113280,17264000,0,666860,873600,1076700,0,2127000,0,0,0,34026,1,10,0,0,0,0,11,,,+,41,1362;5107;6557;7289;8556;8557;8903;9441;9442;10236;10779;11073,True;True;True;True;True;True;True;True;True;True;True;True,1408;5305;6812;7629;8936;8937;9298;9864;9865;10700;11273;11571,5396;21457;21458;27673;31136;36321;36322;36323;36324;36325;37798;37799;40226;40227;43777;46213;47403;47404,4198;16957;21803;24674;28393;28394;29520;29521;31733;31734;34761;36630;37492,4198;16957;21803;24674;28393;28394;29521;31733;31734;34761;36630;37492,,,-1
CON__P34955,CON__P34955,3,3,3,,,,1,3,3,3,0,0,0,2,1,3,0,0,0,2,1,3,0,0,0,2,1,3,10.1,10.1,10.1,46.103,416,416,1,6,0,33.555,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,7.7,4.1,10.1,11893000,0,0,0,6307600,1783400,3801700,0,0,0,0,0,0,0,0,0,2,1,4,7,,,+,42,6644;9391;10542,True;True;True,6900;9809;11021,28015;39985;39986;45214;45215;45216,22055;31522;31523;35886;35887;35888;35889,22055;31523;35887,,,-1
CON__P35527,CON__P35527,27,27,27,,,,1,27,27,27,25,21,20,19,18,14,25,21,20,19,18,14,25,21,20,19,18,14,51.7,51.7,51.7,62.129,623,623,1,153,0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,51.7,44.1,42.7,44.6,42.4,24.1,1059100000,345000000,91595000,111930000,169050000,253220000,88294000,98892000,14046000,16968000,2864900,4497900,1977500,45,21,19,16,16,10,127,,,+,43,1058;1699;1700;2371;2980;3006;3611;3612;4273;4500;4795;5499;5623;7070;7187;7188;7427;7534;7710;7734;7764;8064;8678;9780;10771;10772;10773,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1098;1761;1762;2459;3085;3112;3740;3741;4432;4672;4980;5705;5838;7397;7398;7521;7522;7523;7524;7777;7888;8068;8093;8125;8433;9066;10222;11265;11266;11267,4221;6818;6819;6820;6821;6822;6823;6824;6825;9431;9432;11956;12070;12071;12072;12073;12074;12075;12076;12077;12078;12079;14604;14605;14606;14607;14608;14609;14610;14611;14612;14613;14614;14615;14616;14617;17599;17600;17601;18704;18705;18706;18707;18708;18709;20004;20005;23088;23089;23090;23624;23625;23626;23627;23628;29855;29856;29857;29858;29859;29860;29861;29862;29863;29864;29865;29866;29867;29868;30676;30677;30678;30679;30680;30681;30682;30683;30684;30685;30686;30687;30688;30689;30690;30691;30692;30693;30694;30695;30696;30697;31727;31728;31729;31730;31731;32166;32167;32168;32169;32170;32171;32906;32907;32908;32909;33007;33008;33009;33010;33011;33012;33141;33142;33143;33144;33145;33146;33147;33148;34334;34335;34336;34337;34338;34339;36910;36911;36912;36913;36914;41755;41756;41757;41758;41759;41760;41761;41762;46183;46184;46185;46186;46187;46188;46189;46190;46191;46192;46193;46194;46195;46196,3311;5312;5313;5314;5315;5316;5317;5318;5319;5320;5321;7375;9383;9466;9467;9468;9469;9470;9471;9472;9473;9474;11551;11552;11553;11554;11555;11556;11557;11558;11559;11560;11561;11562;11563;11564;13970;14892;14893;14894;14895;14896;14897;15882;15883;18200;18613;18614;18615;18616;18617;18618;23376;23377;23378;23379;23380;23381;23382;23383;23384;23385;23386;23387;23388;24330;24331;24332;24333;24334;24335;24336;24337;24338;24339;24340;24341;24342;24343;24344;24345;24346;24347;25140;25141;25142;25450;25451;25452;25453;25454;25455;25456;25998;26074;26075;26076;26077;26078;26168;26169;26170;26171;26172;26173;26174;26175;27015;27016;28819;28820;33074;33075;33076;33077;33078;33079;33080;33081;36605;36606;36607;36608;36609;36610;36611;36612;36613;36614,3311;5312;5319;7375;9383;9473;11555;11559;13970;14892;15883;18200;18618;23384;24330;24342;25140;25454;25998;26076;26171;27015;28820;33080;36607;36612;36614,23;24;25;26;27,234;245;276;286;296,-1
