Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides B1,Peptides B2,Peptides B3,Peptides D1,Peptides D2,Peptides D3,Razor + unique peptides B1,Razor + unique peptides B2,Razor + unique peptides B3,Razor + unique peptides D1,Razor + unique peptides D2,Razor + unique peptides D3,Unique peptides B1,Unique peptides B2,Unique peptides B3,Unique peptides D1,Unique peptides D2,Unique peptides D3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type B1,Identification type B2,Identification type B3,Identification type D1,Identification type D2,Identification type D3,Sequence coverage B1 [%],Sequence coverage B2 [%],Sequence coverage B3 [%],Sequence coverage D1 [%],Sequence coverage D2 [%],Sequence coverage D3 [%],Intensity,Intensity B1,Intensity B2,Intensity B3,Intensity D1,Intensity D2,Intensity D3,LFQ intensity B1,LFQ intensity B2,LFQ intensity B3,LFQ intensity D1,LFQ intensity D2,LFQ intensity D3,MS/MS count B1,MS/MS count B2,MS/MS count B3,MS/MS count D1,MS/MS count D2,MS/MS count D3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
P62717,P62717,1,1,1,60S ribosomal protein L18a,Rpl18a,sp|P62717|RL18A_MOUSE 60S ribosomal protein L18a OS=Mus musculus OX=10090 GN=Rpl18a PE=1 SV=1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,4.5,4.5,4.5,20.732,176,176,1,5,0.001467,2.391,,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,0,4.5,4.5,4.5,4.5,4.5,14554000,0,1567800,977290,4660800,2143100,5204900,0,0,0,0,0,0,0,1,1,1,0,1,4,,,,630,289,TRUE,305,1424;1425;1426;1427;1428,1097;1098;1099;1100,1099,,,10090
P62743,P62743,3,3,3,AP-2 complex subunit sigma,Ap2s1,sp|P62743|AP2S1_MOUSE AP-2 complex subunit sigma OS=Mus musculus OX=10090 GN=Ap2s1 PE=1 SV=1,1,3,3,3,3,3,2,3,2,3,3,3,2,3,2,3,3,3,2,3,2,3,19,19,19,17.018,142,142,1,16,0,4.7742,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,19,19,13.4,19,10.6,19,12118000,1910600,1440000,433520,3168200,1687300,3478000,611640,388460,396900,279340,220770,246200,2,1,1,2,1,2,9,,,,631,2326;3697;5691,True;True;True,2429;3860;5950,11351;11352;11353;11354;11355;11356;18317;18318;18319;18320;18321;29353;29354;29355;29356;29357,8537;8538;8539;8540;8541;8542;13900;22255;22256,8541;13900;22256,,,10090
P62748;P84075;Q91X97,P62748;P84075,6;4;2,6;4;2,6;4;2,Hippocalcin-like protein 1;Neuron-specific calcium-binding protein hippocalcin,Hpcal1;Hpca,sp|P62748|HPCL1_MOUSE Hippocalcin-like protein 1 OS=Mus musculus OX=10090 GN=Hpcal1 PE=1 SV=2;sp|P84075|HPCA_MOUSE Neuron-specific calcium-binding protein hippocalcin OS=Mus musculus OX=10090 GN=Hpca PE=1 SV=2,3,6,6,6,1,1,1,6,5,4,1,1,1,6,5,4,1,1,1,6,5,4,43.5,43.5,43.5,22.338,193,193;193;193,1,18,0,14.868,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3.6,3.6,3.6,43.5,34.2,21.2,55502000,218250,334420,195270,18536000,17230000,18988000,0,0,0,1537700,1731200,1415000,0,0,0,6,3,4,13,,,,632,2144;4533;6348;6409;6852;9189,True;True;True;True;True;True,2240;4737;6639;6700;7216;9661,10411;10412;10413;10414;10415;10416;23064;23065;23066;32753;32754;33034;33035;33036;35398;47732;47733;47734,7820;7821;7822;17597;17598;17599;24709;24907;24908;26514;36171;36172;36173,7820;17598;24709;24908;26514;36172,345;346,136;138,10090;10090;10090
P62751,P62751,3,3,3,60S ribosomal protein L23a,Rpl23a,sp|P62751|RL23A_MOUSE 60S ribosomal protein L23a OS=Mus musculus OX=10090 GN=Rpl23a PE=1 SV=1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25.6,25.6,25.6,17.695,156,156,1,24,0,9.6941,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,25.6,25.6,25.6,25.6,25.6,25.6,35077000,4544700,2184200,1529600,13503000,6672400,6643000,1350100,499750,601710,995690,567890,665390,3,2,1,5,3,2,16,,,,633,4792;5308;10298,True;True;True,5010;5549;10829,24501;24502;24503;24504;24505;24506;27313;27314;27315;27316;27317;27318;53687;53688;53689;53690;53691;53692;53693;53694;53695;53696;53697;53698,18674;18675;18676;18677;18678;20729;20730;20731;40841;40842;40843;40844;40845;40846;40847;40848;40849,18678;20731;40842,,,10090
P62754,P62754,4,4,4,40S ribosomal protein S6,Rps6,sp|P62754|RS6_MOUSE 40S ribosomal protein S6 OS=Mus musculus OX=10090 GN=Rps6 PE=1 SV=1,1,4,4,4,2,2,1,4,4,3,2,2,1,4,4,3,2,2,1,4,4,3,20.1,20.1,20.1,28.68,249,249,1,22,0,30.161,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,12.4,12.4,6,20.1,20.1,15.7,104330000,3675100,2916500,1574500,33140000,36049000,26977000,1958900,1523000,1854200,2163900,1862200,1900800,2,3,1,5,4,4,19,,,,634,4714;5507;5695;6658,True;True;True;True,4929;5760;5954;6963;6964,24029;24030;24031;24032;24033;28399;28400;29375;29376;29377;34261;34262;34263;34264;34265;34266;34267;34268;34269;34270;34271;34272,18303;18304;18305;18306;18307;21528;21529;22269;22270;22271;25725;25726;25727;25728;25729;25730;25731;25732;25733,18306;21529;22270;25730,347,32,10090
P62774,P62774,4,4,4,Myotrophin,Mtpn,sp|P62774|MTPN_MOUSE Myotrophin OS=Mus musculus OX=10090 GN=Mtpn PE=1 SV=2,1,4,4,4,2,1,2,2,4,3,2,1,2,2,4,3,2,1,2,2,4,3,36.4,36.4,36.4,12.861,118,118,1,14,0,107.09,By MS/MS,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,30.5,14.4,30.5,30.5,36.4,36.4,109080000,4083500,2700200,2565100,28539000,32538000,38658000,1910000,0,1701600,4006000,5917900,4553200,1,0,0,3,3,3,10,,,,635,2674;3064;6931;6932,True;True;True;True,2788;3192;7297;7298,13099;13100;14996;14997;14998;14999;15000;15001;36068;36069;36070;36071;36072;36073,9835;11288;11289;11290;11291;27413;27414;27415;27416;27417;27418,9835;11291;27413;27416,,,10090
P62806,P62806,4,4,4,Histone H4,Hist1h4a,sp|P62806|H4_MOUSE Histone H4 OS=Mus musculus OX=10090 GN=H4c1 PE=1 SV=2,1,4,4,4,3,3,2,4,2,2,3,3,2,4,2,2,3,3,2,4,2,2,31.1,31.1,31.1,11.367,103,103,1,18,0,22.479,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,29.1,31.1,17.5,31.1,17.5,21.4,21813000,5064300,2603700,1293700,6735900,2887200,3228500,2268500,1186600,867460,668150,0,513410,4,3,1,3,2,1,14,,,,636,4427;5145;9709;9919,True;True;True;True,4627;5382;10206;10425,22498;22499;22500;22501;22502;22503;26428;26429;50504;50505;50506;50507;50508;51614;51615;51616;51617;51618,17149;17150;17151;17152;17153;17154;20064;20065;38396;38397;39249;39250;39251;39252,17149;20065;38397;39249,348,85,10090
P62814,P62814,6,6,6,"V-type proton ATPase subunit B, brain isoform",Atp6v1b2,"sp|P62814|VATB2_MOUSE V-type proton ATPase subunit B, brain isoform OS=Mus musculus OX=10090 GN=Atp6v1b2 PE=1 SV=1",1,6,6,6,6,4,6,6,6,5,6,4,6,6,6,5,6,4,6,6,6,5,13.7,13.7,13.7,56.55,511,511,1,37,0,39.428,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,13.7,10,13.7,13.7,13.7,12.3,74463000,5115900,4609100,4139700,16697000,17449000,26453000,1328000,1538800,1737500,1382300,1636800,1828700,2,3,6,6,6,4,27,,,,637,858;4316;6921;7272;9544;10668,True;True;True;True;True;True,901;4511;7287;7660;10032;10033;11206,4204;4205;4206;4207;4208;4209;21889;21890;21891;21892;21893;36006;36007;36008;36009;36010;36011;37941;37942;37943;37944;49711;49712;49713;49714;49715;49716;49717;49718;49719;49720;55522;55523;55524;55525;55526;55527,3224;3225;3226;3227;16683;16684;27364;27365;27366;27367;27368;27369;28828;28829;28830;37803;37804;37805;37806;37807;37808;37809;42199;42200;42201;42202;42203;42204,3225;16683;27369;28829;37805;42204,349,127,10090
P62821,P62821,4,2,2,Ras-related protein Rab-1A,Rab1A,sp|P62821|RAB1A_MOUSE Ras-related protein Rab-1A OS=Mus musculus OX=10090 GN=Rab1A PE=1 SV=3,1,4,2,2,3,4,3,4,3,3,1,2,2,2,2,2,1,2,2,2,2,2,31.2,18,18,22.677,205,205,1,11,0,42.779,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,21,31.2,23.4,31.2,23.4,23.4,50847000,4930900,7763000,3428700,14395000,466080,19863000,0,4310200,3975700,2612400,0,2920000,1,2,2,1,3,1,10,,,,638,1463;2690;5943;7784,True;True;False;False,1534;2804;6212;8187,7078;7079;7080;7081;7082;7083;13167;13168;13169;13170;13171;30640;30641;30642;30643;30644;30645;40529;40530;40531,5400;5401;5402;5403;5404;5405;9885;9886;9887;9888;9889;9890;23200;23201;23202;23203;23204;23205;30582;30583;30584;30585,5405;9889;23204;30585,,,10090
P62823,P62823,1,1,1,Ras-related protein Rab-3C,Rab3c,sp|P62823|RAB3C_MOUSE Ras-related protein Rab-3C OS=Mus musculus OX=10090 GN=Rab3c PE=1 SV=1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,6.6,6.6,6.6,25.872,227,227,1,5,0.0010152,2.6815,By MS/MS,By MS/MS,By matching,,By MS/MS,By MS/MS,6.6,6.6,6.6,0,6.6,6.6,8661300,0,1464900,678720,0,2837400,3680300,0,0,0,0,0,0,1,2,0,0,1,1,5,,,,639,5546,TRUE,5801,28606;28607;28608;28609;28610,21684;21685;21686;21687;21688,21685,,,10090
P62827;Q61820,P62827,15;4,15;4,15;4,GTP-binding nuclear protein Ran,Ran,sp|P62827|RAN_MOUSE GTP-binding nuclear protein Ran OS=Mus musculus OX=10090 GN=Ran PE=1 SV=3,2,15,15,15,14,13,14,15,14,15,14,13,14,15,14,15,14,13,14,15,14,15,40.3,40.3,40.3,24.423,216,216;216,1,115,0,251.84,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,40.3,40.3,40.3,40.3,40.3,40.3,1238000000,63244000,86796000,58479000,292500000,320470000,416480000,9941000,12644000,14117000,14297000,16662000,14780000,15,14,15,16,17,19,96,,,,640,2470;3076;3565;3566;4846;4980;5226;6549;7076;7246;7293;7956;7957;8748;11010,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,2580;3204;3718;3719;5067;5208;5465;6845;7450;7633;7683;8365;8366;9196;11560,12082;12083;12084;12085;12086;12087;15059;15060;15061;15062;15063;15064;17591;17592;17593;17594;17595;17596;17597;17598;17599;17600;17601;17602;24827;24828;24829;24830;24831;24832;25541;25542;25543;26909;26910;26911;26912;26913;26914;26915;26916;26917;26918;26919;26920;26921;26922;26923;26924;26925;33735;33736;33737;33738;33739;33740;33741;33742;36870;36871;36872;36873;36874;36875;37803;37804;37805;37806;37807;37808;38040;38041;38042;38043;41413;41414;41415;41416;41417;41418;41419;41420;41421;41422;41423;41424;41425;41426;41427;41428;41429;41430;41431;41432;41433;41434;41435;41436;45344;45345;45346;45347;45348;45349;45350;45351;45352;45353;45354;57436;57437;57438;57439;57440;57441,9059;9060;9061;9062;9063;9064;11346;11347;11348;11349;11350;11351;13334;13335;13336;13337;13338;13339;13340;13341;13342;13343;13344;13345;13346;18922;18923;18924;18925;18926;18927;19409;19410;20433;20434;20435;20436;20437;20438;20439;20440;20441;20442;20443;20444;20445;20446;25380;25381;25382;25383;25384;25385;28026;28027;28028;28029;28727;28728;28729;28730;28891;28892;28893;31207;31208;31209;31210;31211;31212;31213;31214;31215;31216;31217;31218;31219;34054;34055;34056;34057;34058;34059;34060;34061;34062;34063;34064;34065;34066;43673;43674;43675;43676;43677;43678,9061;11347;13337;13346;18927;19409;20441;25383;28029;28729;28892;31213;31216;34060;43678,,,10090;10090
P62830,P62830,4,4,4,60S ribosomal protein L23,Rpl23,sp|P62830|RL23_MOUSE 60S ribosomal protein L23 OS=Mus musculus OX=10090 GN=Rpl23 PE=1 SV=1,1,4,4,4,3,4,4,4,3,2,3,4,4,4,3,2,3,4,4,4,3,2,41.4,41.4,41.4,14.865,140,140,1,34,0,10.754,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,28.6,41.4,41.4,41.4,34.3,21.4,48815000,2798600,4787400,3025000,13030000,10370000,14804000,814650,1349600,1474700,1078200,1073100,1222700,3,4,4,4,2,3,20,,,,641,3166;4853;6102;8005,True;True;True;True,3300;5074;6383;8415,15541;15542;15543;15544;15545;15546;24861;24862;24863;24864;24865;24866;24867;24868;24869;24870;24871;24872;24873;24874;24875;24876;24877;24878;31478;31479;31480;31481;41662;41663;41664;41665;41666;41667,11701;11702;18947;18948;18949;18950;18951;18952;18953;18954;18955;18956;18957;23785;31366;31367;31368;31369;31370;31371,11702;18955;23785;31370,350;351,60;62,10090
Q99JI6;P62835,Q99JI6;P62835,4;4,4;4,4;4,Ras-related protein Rap-1b;Ras-related protein Rap-1A,Rap1b;Rap1a,sp|Q99JI6|RAP1B_MOUSE Ras-related protein Rap-1b OS=Mus musculus OX=10090 GN=Rap1b PE=1 SV=2;sp|P62835|RAP1A_MOUSE Ras-related protein Rap-1A OS=Mus musculus OX=10090 GN=Rap1a PE=1 SV=1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21.7,21.7,21.7,20.825,184,184;184,1,24,0,101.8,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,21.7,21.7,21.7,21.7,21.7,21.7,78085000,5090100,9198700,6678100,17859000,16743000,22516000,1759300,4171100,4249100,2628200,3065300,2752600,2,4,3,3,3,3,18,,,,642,4277;6580;8310;8599,True;True;True;True,4468;6877;8736;9034,21664;21665;21666;21667;21668;21669;33884;33885;33886;33887;33888;33889;43278;43279;43280;43281;43282;43283;44607;44608;44609;44610;44611;44612,16508;16509;16510;16511;16512;16513;25472;25473;32479;32480;32481;32482;33500;33501;33502;33503;33504;33505,16513;25472;32481;33505,,,10090;10090
P62849,P62849,3,3,3,40S ribosomal protein S24,Rps24,sp|P62849|RS24_MOUSE 40S ribosomal protein S24 OS=Mus musculus OX=10090 GN=Rps24 PE=1 SV=1,1,3,3,3,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,18,18,18,15.423,133,133,1,20,0,11.57,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,18,9,9,18,18,18,16794000,1385300,782610,420980,5063000,4030100,5111800,446000,392770,414690,445710,363020,381290,1,2,1,4,3,2,13,,,,643,5048;7640;9662,True;True;True,5276;5277;8040;10158,25849;25850;25851;25852;25853;25854;25855;25856;25857;25858;25859;25860;39821;39822;39823;39824;50267;50268;50269;50270,19631;19632;19633;19634;19635;19636;19637;30135;30136;38241;38242;38243;38244,19633;30136;38244,352,23,10090
P62852,P62852,3,3,3,40S ribosomal protein S25,Rps25,sp|P62852|RS25_MOUSE 40S ribosomal protein S25 OS=Mus musculus OX=10090 GN=Rps25 PE=1 SV=1,1,3,3,3,2,3,2,3,3,3,2,3,2,3,3,3,2,3,2,3,3,3,24,24,24,13.742,125,125,1,16,0,10.391,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,16.8,24,15.2,24,24,24,34748000,2366400,1933900,623820,8835100,8460700,12528000,850990,586570,458080,947770,1251600,1028700,2,0,1,3,3,2,11,,,,644,1066;3635;5737,True;True;True,1120;3797;5998,5189;5190;5191;5192;5193;17993;17994;17995;17996;17997;29614;29615;29616;29617;29618;29619,3976;3977;3978;3979;13638;13639;22450;22451;22452;22453;22454,3978;13639;22453,,,10090
P62858,P62858,6,6,6,40S ribosomal protein S28,Rps28,sp|P62858|RS28_MOUSE 40S ribosomal protein S28 OS=Mus musculus OX=10090 GN=Rps28 PE=1 SV=1,1,6,6,6,4,4,4,6,6,5,4,4,4,6,6,5,4,4,4,6,6,5,44.9,44.9,44.9,7.8409,69,69,1,29,0,52.677,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,44.9,44.9,44.9,44.9,44.9,44.9,203780000,3264300,3567800,3232800,60641000,56743000,76335000,1632800,1560100,2043500,5882000,6462900,6118600,2,3,2,5,7,5,24,,,,645,1502;1503;3102;3103;7241;9860,True;True;True;True;True;True,1573;1574;3232;3233;7628;10362,7260;7261;7262;7263;7264;7265;7266;7267;15212;15213;15214;15215;15216;15217;15218;15219;15220;37777;37778;37779;37780;37781;37782;51296;51297;51298;51299;51300;51301,5528;5529;5530;5531;5532;5533;5534;5535;11467;11468;11469;11470;11471;11472;11473;11474;28707;28708;28709;28710;28711;39003;39004;39005,5531;5535;11467;11474;28711;39004,,,10090
P62869,P62869,2,2,2,Transcription elongation factor B polypeptide 2,Tceb2,sp|P62869|ELOB_MOUSE Elongin-B OS=Mus musculus OX=10090 GN=Elob PE=1 SV=1,1,2,2,2,1,1,0,2,2,1,1,1,0,2,2,1,1,1,0,2,2,1,16.1,16.1,16.1,13.17,118,118,1,7,0,4.237,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,8.5,8.5,0,16.1,16.1,8.5,23607000,1315000,3253600,0,7353700,5517600,6167500,0,0,0,1225000,1335400,0,1,1,0,1,2,1,6,,,,646,68;2003,True;True,71;2095,326;327;9744;9745;9746;9747;9748,260;7344;7345;7346;7347;7348,260;7348,,,10090
P62874;P62880;P29387;Q61011,P62874;P62880;P29387;Q61011,2;2;1;1,2;2;1;1,2;2;1;1,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein subunit beta-4;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3,Gnb1;Gnb2;Gnb4;Gnb3,sp|P62874|GBB1_MOUSE Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Mus musculus OX=10090 GN=Gnb1 PE=1 SV=3;sp|P62880|GBB2_MOUSE Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Mus musculus OX=10090 GN=Gnb2 PE=1 SV=,4,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,5.3,5.3,5.3,37.377,340,340;340;340;340,1,11,0.0010086,2.6544,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.3,5.3,2.1,5.3,5.3,5.3,23044000,729040,959090,374430,6810200,5044300,9127000,344370,500050,0,877300,557490,869770,1,1,1,2,0,2,7,,,,647,5710;10004,True;True,5969;10511,29471;29472;29473;29474;29475;52033;52034;52035;52036;52037;52038,22346;22347;22348;22349;39587;39588;39589,22348;39589,,,10090;10090;10090;10090
P62889,P62889,1,1,1,60S ribosomal protein L30,Rpl30,sp|P62889|RL30_MOUSE 60S ribosomal protein L30 OS=Mus musculus OX=10090 GN=Rpl30 PE=1 SV=2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10.4,10.4,10.4,12.784,115,115,1,6,0,11.525,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10.4,10.4,10.4,10.4,10.4,10.4,36146000,1669500,2694900,1172300,9782000,5275900,15551000,0,0,0,0,0,0,1,1,1,1,1,1,6,,,,648,5091,TRUE,5324,26108;26109;26110;26111;26112;26113,19829;19830;19831;19832;19833;19834,19832,,,10090
P62897;CON__P62894,P62897,3;1,3;1,3;1,"Cytochrome c, somatic",Cycs,"sp|P62897|CYC_MOUSE Cytochrome c, somatic OS=Mus musculus OX=10090 GN=Cycs PE=1 SV=2",2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,33.3,33.3,33.3,11.605,105,105;105,1,18,0,104.56,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,33.3,33.3,33.3,33.3,33.3,33.3,36338000,3306600,4536600,2808500,2732500,8452400,14502000,1375700,1532500,1418100,0,1391100,1561800,3,3,3,3,3,3,18,,,,649,88;5124;9252,True;True;True,93;5360;9729,430;431;432;433;434;435;26303;26304;26305;26306;26307;26308;48043;48044;48045;48046;48047;48048,343;344;345;346;347;348;19973;19974;19975;19976;19977;19978;36431;36432;36433;36434;36435;36436,346;19976;36435,,,10090;-1
P62900,P62900,1,1,1,60S ribosomal protein L31,Rpl31,sp|P62900|RL31_MOUSE 60S ribosomal protein L31 OS=Mus musculus OX=10090 GN=Rpl31 PE=1 SV=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.2,7.2,7.2,14.463,125,125,1,6,0,3.3762,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,7.2,7.2,7.2,7.2,7.2,7.2,15037000,1068900,1057200,565030,4424600,2708000,5213400,0,0,0,0,0,0,1,1,1,1,1,1,6,,,,650,2130,TRUE,2226,10341;10342;10343;10344;10345;10346,7767;7768;7769;7770;7771;7772,7769,,,10090
P62908,P62908,22,22,22,40S ribosomal protein S3,Rps3,sp|P62908|RS3_MOUSE 40S ribosomal protein S3 OS=Mus musculus OX=10090 GN=Rps3 PE=1 SV=1,1,22,22,22,18,21,18,20,19,21,18,21,18,20,19,21,18,21,18,20,19,21,66.7,66.7,66.7,26.674,243,243,1,146,0,120.67,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,66.3,66.3,59.7,66.3,66.3,66.7,1113300000,83898000,172920000,67175000,240030000,234360000,314920000,13256000,22586000,17081000,9348300,10364000,9672200,19,23,19,22,23,21,127,,,,651,135;924;1697;1827;2266;2606;2608;2829;4248;4389;4390;4692;4693;5010;5011;5907;5908;7491;7885;9166;10459;10821,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,141;972;1780;1913;2368;2718;2720;2721;2950;4434;4435;4586;4587;4905;4906;5238;5239;6175;6176;7889;8292;9632;10994;11366,661;662;663;664;665;666;4551;4552;4553;4554;4555;4556;8285;8286;8287;8288;8289;8290;8919;8920;8921;8922;8923;8924;11012;11013;11014;11015;11016;11017;12746;12747;12748;12749;12756;12757;12758;12759;12760;12761;12762;12763;12764;12765;12766;12767;12768;13820;13821;13822;13823;13824;21311;21312;21313;21314;21315;21316;21317;21318;21319;21320;21321;21322;22286;22287;22288;22289;22290;22291;22292;22293;22294;22295;22296;22297;22298;22299;22300;22301;23888;23889;23890;23891;23892;23893;23894;23895;23896;23897;23898;23899;23900;23901;23902;23903;25669;25670;25671;25672;25673;25674;25675;25676;25677;25678;25679;25680;25681;25682;25683;25684;25685;25686;30469;30470;30471;30472;30473;30474;30475;39071;39072;39073;39074;39075;39076;41027;41028;41029;41030;41031;47595;47596;54499;54500;54501;54502;54503;54504;56457;56458;56459;56460;56461;56462,521;522;523;524;525;526;3510;3511;3512;3513;3514;3515;3516;6283;6284;6285;6286;6287;6288;6750;6751;6752;6753;6754;6755;8266;8267;8268;8269;8270;8271;9562;9563;9564;9570;9571;9572;9573;9574;9575;9576;9577;9578;9579;9580;9581;9582;10376;10377;10378;16203;16204;16205;16206;16207;16984;16985;16986;16987;16988;16989;16990;16991;16992;16993;16994;18198;18199;18200;18201;18202;18203;18204;18205;18206;18207;18208;18209;18210;19487;19488;19489;19490;19491;19492;19493;19494;19495;19496;19497;19498;19499;19500;19501;19502;19503;19504;19505;23070;23071;23072;23073;23074;23075;23076;29623;29624;29625;29626;29627;30922;30923;30924;36077;36078;41423;41424;41425;41426;41427;41428;42944;42945;42946;42947;42948;42949,523;3514;6288;6751;8270;9562;9574;10376;16204;16985;16991;18201;18208;19487;19501;23075;23076;29625;30924;36077;41425;42949,353;354,157;189,10090
P62915,P62915,1,1,1,Transcription initiation factor IIB,Gtf2b,sp|P62915|TF2B_MOUSE Transcription initiation factor IIB OS=Mus musculus OX=10090 GN=Gtf2b PE=1 SV=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.6,6.6,6.6,34.819,316,316,1,6,0.0010341,2.8209,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.6,6.6,6.6,6.6,6.6,6.6,5172800,251790,316020,252050,1395300,1452600,1505000,0,0,0,0,0,0,1,0,1,1,1,1,5,,,,652,561,TRUE,594,2705;2706;2707;2708;2709;2710,2067;2068;2069;2070;2071,2070,,,10090
P62918,P62918,4,4,4,60S ribosomal protein L8,Rpl8,sp|P62918|RL8_MOUSE 60S ribosomal protein L8 OS=Mus musculus OX=10090 GN=Rpl8 PE=1 SV=2,1,4,4,4,3,3,3,4,4,4,3,3,3,4,4,4,3,3,3,4,4,4,16.7,16.7,16.7,28.024,257,257,1,22,0,10.559,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,12.5,12.5,12.5,16.7,16.7,16.7,98313000,7198500,5589500,4630800,25179000,20196000,35520000,3161000,2352900,3029900,3181400,2708300,3400900,2,3,2,4,3,4,18,,,,653,698;857;3841;5168,True;True;True;True,735;900;4011;5405,3394;3395;3396;3397;3398;3399;4201;4202;4203;19151;19152;19153;19154;19155;19156;26541;26542;26543;26544;26545;26546;26547,2594;2595;2596;2597;2598;3222;3223;14548;14549;14550;14551;14552;20160;20161;20162;20163;20164;20165,2597;3222;14550;20161,,,10090
P62960;Q9Z2C8,P62960,6;2,6;2,4;0,Nuclease-sensitive element-binding protein 1,Ybx1,sp|P62960|YBOX1_MOUSE Y-box-binding protein 1 OS=Mus musculus OX=10090 GN=Ybx1 PE=1 SV=3,2,6,6,4,2,3,4,6,4,5,2,3,4,6,4,5,1,2,3,4,3,3,23.3,23.3,18.6,35.73,322,322;360,1,30,0,27.526,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,12.1,23.3,23.3,23.3,18,23.3,37471000,1965300,3037500,2685400,12480000,4946800,12356000,1456000,1255300,1455100,1285800,859930,1040400,1,1,2,4,3,5,16,,,,654,1429;1430;2677;6893;9014;9015,True;True;True;True;True;True,1499;1500;2791;7258;9472;9473,6906;6907;6908;6909;6910;6911;6912;6913;6914;6915;6916;6917;6918;6919;6920;6921;13108;13109;35882;35883;35884;35885;35886;35887;46902;46903;46904;46905;46906;46907,5268;5269;5270;5271;5272;5273;5274;9840;27265;27266;27267;27268;27269;35545;35546;35547;35548,5270;5272;9840;27267;35546;35548,,,10090;10090
