Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides A1,Peptides A2,Peptides A3,Peptides C1,Peptides C2,Peptides C3,Razor + unique peptides A1,Razor + unique peptides A2,Razor + unique peptides A3,Razor + unique peptides C1,Razor + unique peptides C2,Razor + unique peptides C3,Unique peptides A1,Unique peptides A2,Unique peptides A3,Unique peptides C1,Unique peptides C2,Unique peptides C3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type A1,Identification type A2,Identification type A3,Identification type C1,Identification type C2,Identification type C3,Sequence coverage A1 [%],Sequence coverage A2 [%],Sequence coverage A3 [%],Sequence coverage C1 [%],Sequence coverage C2 [%],Sequence coverage C3 [%],Intensity,Intensity A1,Intensity A2,Intensity A3,Intensity C1,Intensity C2,Intensity C3,LFQ intensity A1,LFQ intensity A2,LFQ intensity A3,LFQ intensity C1,LFQ intensity C2,LFQ intensity C3,MS/MS count A1,MS/MS count A2,MS/MS count A3,MS/MS count C1,MS/MS count C2,MS/MS count C3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
B8ZXI1,B8ZXI1,2,2,2,Queuine tRNA-ribosyltransferase subunit QTRTD1,Qtrtd1,sp|B8ZXI1|QTRT2_MOUSE Queuine tRNA-ribosyltransferase accessory subunit 2 OS=Mus musculus OX=10090 GN=Qtrt2 PE=1 SV=2,1,2,2,2,1,1,0,1,2,0,1,1,0,1,2,0,1,1,0,1,2,0,8.2,8.2,8.2,46.288,415,415,1,5,0.00049727,11.476,By MS/MS,By matching,,By MS/MS,By MS/MS,,3.1,3.1,0,3.1,8.2,0,440030,0,21341,0,418690,0,0,0,0,0,0,0,0,1,0,0,1,2,0,4,,,,30,8467;9592,True;True,8846;10031,34938;39725;39726;39727;39728,27036;31047;31048;31049,27036;31048,,,-1
B9EJR8,B9EJR8,2,2,2,"Dynein assembly factor 5, axonemal",Dnaaf5,"sp|B9EJR8|DAAF5_MOUSE Dynein assembly factor 5, axonemal OS=Mus musculus OX=10090 GN=Dnaaf5 PE=1 SV=1",1,2,2,2,2,0,1,2,2,1,2,0,1,2,2,1,2,0,1,2,2,1,2.3,2.3,2.3,93.85,853,853,1,8,0,12.533,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.3,0,1.3,2.3,2.3,1.3,3487100,756150,0,52597,1120800,1286600,270900,233910,0,0,55099,52416,0,1,0,0,1,1,1,4,,,,31,42;5656,True;True,43;5879,152;153;154;155;156;23113;23114;23115,120;121;122;17943,120;17943,,,-1
P27661;Q8CGP5;C0HKE7;C0HKE2;C0HKE3;C0HKE4;C0HKE5;C0HKE1;C0HKE8;C0HKE9;Q8CGP6;Q8BFU2;Q64523;Q8R1M2;Q8CGP7;Q6GSS7;C0HKE6;Q64522,P27661;Q8CGP5;C0HKE7;C0HKE2;C0HKE3;C0HKE4;C0HKE5;C0HKE1;C0HKE8;C0HKE9;Q8CGP6;Q8BFU2;Q64523;Q8R1M2;Q8CGP7;Q6GSS7;C0HKE6,3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,Histone H2AX;Histone H2A type 1-F;Histone H2A type 1-H;Histone H2A type 3;Histone H2A type 2-C;Histone H2A.J;Histone H2A type 1-K;Histone H2A type 2-A,H2afx;Hist1h2af;Hist1h2ah;Hist3h2a;Hist2h2ac;H2afj;Hist1h2ak;Hist2h2aa1,sp|P27661|H2AX_MOUSE Histone H2AX OS=Mus musculus OX=10090 GN=H2ax PE=1 SV=2;sp|Q8CGP5|H2A1F_MOUSE Histone H2A type 1-F OS=Mus musculus OX=10090 GN=Hist1h2af PE=1 SV=3;sp|C0HKE7|H2A1N_MOUSE Histone H2A type 1-N OS=Mus musculus OX=10090 GN=Hist1h2an PE=1 SV,18,3,1,1,3,3,1,3,3,3,1,1,0,1,1,1,1,1,0,1,1,1,16.1,9.8,9.8,15.142,143,143;130;130;130;130;130;130;130;130;130;128;130;129;129;130;130;130;130,1,5,0.0017271,6.9015,By matching,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,16.1,16.1,6.3,16.1,16.1,16.1,4543400,372890,294750,0,1167100,2079200,629480,0,0,0,0,0,0,0,1,0,1,1,1,4,,,,32,251;3715;3717,False;False;True,258;3855;3857,948;949;950;951;952;953;14704;14705;14706;14707;14708;14715;14716;14717;14718;14719,749;750;751;752;753;754;11448;11449;11450;11451;11457;11458;11459;11460,753;11450;11458,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
CON__P00761,CON__P00761,4,4,4,,,,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,25.1,25.1,25.1,24.409,231,231,1,140,0,172.87,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,25.1,25.1,25.1,25.1,25.1,16.5,14199000000,2901900000,2176800000,2301700000,1910200000,2375500000,2532800000,1286900000,4151200000,3079800000,176700000,168340000,242880000,39,46,50,11,10,23,179,,,+,33,4247;5742;6662;10143,True;True;True;True,4411;4412;5967;6924;10607,17004;17005;17006;17007;17008;17009;23459;23460;23461;23462;23463;23464;23465;23466;23467;23468;23469;27268;27269;27270;27271;27272;27273;42131;42132;42133;42134;42135;42136;42137;42138;42139;42140;42141;42142;42143;42144;42145;42146;42147;42148;42149;42150;42151;42152;42153;42154;42155;42156;42157;42158;42159;42160;42161;42162;42163;42164;42165;42166;42167;42168;42169;42170;42171;42172;42173;42174;42175;42176;42177;42178;42179;42180;42181;42182;42183;42184;42185;42186;42187;42188;42189;42190;42191;42192;42193;42194;42195;42196;42197;42198;42199;42200;42201;42202;42203;42204;42205;42206;42207;42208;42209;42210;42211;42212;42213;42214;42215;42216;42217;42218;42219;42220;42221;42222;42223;42224;42225;42226;42227;42228;42229;42230;42231;42232;42233;42234;42235;42236;42237;42238;42239;42240;42241;42242;42243;42244;42245;42246;42247,13339;13340;18228;18229;18230;18231;18232;18233;18234;18235;18236;18237;18238;18239;18240;18241;21122;21123;21124;32972;32973;32974;32975;32976;32977;32978;32979;32980;32981;32982;32983;32984;32985;32986;32987;32988;32989;32990;32991;32992;32993;32994;32995;32996;32997;32998;32999;33000;33001;33002;33003;33004;33005;33006;33007;33008;33009;33010;33011;33012;33013;33014;33015;33016;33017;33018;33019;33020;33021;33022;33023;33024;33025;33026;33027;33028;33029;33030;33031;33032;33033;33034;33035;33036;33037;33038;33039;33040;33041;33042;33043;33044;33045;33046;33047;33048;33049;33050;33051;33052;33053;33054;33055;33056;33057;33058;33059;33060;33061;33062;33063;33064;33065;33066;33067;33068;33069;33070;33071;33072;33073;33074;33075;33076;33077;33078;33079;33080;33081;33082;33083;33084;33085;33086;33087;33088;33089;33090;33091;33092;33093;33094;33095;33096;33097;33098;33099;33100;33101;33102;33103;33104;33105;33106;33107;33108;33109;33110;33111;33112;33113;33114;33115;33116;33117;33118;33119;33120;33121;33122;33123;33124;33125;33126;33127;33128;33129;33130;33131;33132,13339;18235;21124;33124,10,94,-1
CON__P01966,CON__P01966,2,2,2,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17.6,17.6,17.6,15.184,142,142,1,12,0,13.194,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,17.6,17.6,17.6,17.6,17.6,17.6,10495000,554180,502190,405970,4221100,3373100,1438900,199260,509630,282600,259300,163030,125020,0,1,2,2,2,2,9,,,+,34,6926;10066,True;True,7209;10528,28300;28301;28302;28303;28304;28305;41819;41820;41821;41822;41823;41824,21872;21873;21874;21875;21876;32743;32744;32745;32746,21876;32746,11,33,-1
CON__P02533;Q6IFX2;CON__Q6IFX2;Q61781;CON__Q61782,CON__P02533;Q6IFX2;CON__Q6IFX2,19;11;11;9;4,16;10;10;7;4,4;1;1;0;1,"Keratin, type I cytoskeletal 42",Krt42,";sp|Q6IFX2|K1C42_MOUSE Keratin, type I cytoskeletal 42 OS=Mus musculus OX=10090 GN=Krt42 PE=1 SV=1;",5,19,16,4,6,16,13,13,11,4,4,13,11,11,8,3,1,3,3,3,2,1,34.1,28.8,12.7,51.621,472,472;452;452;484;93,1,51,0,234.33,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,14.8,30.9,26.3,27.8,24.2,8.3,118990000,2046800,35528000,19418000,31825000,29255000,912080,421880,8752700,4130400,520820,414140,0,0,14,10,7,6,3,40,,,+,35,424;612;739;740;4353;5142;5387;5483;5637;7171;7997;8364;8556;8704;9930;9931;10493;10848;11124,True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;False;True,438;636;765;766;4523;5350;5601;5697;5859;7503;8365;8738;8942;9097;10387;10388;10979;11352;11634,1629;1630;1631;1632;1633;2353;2354;2355;2356;2825;2826;2827;2828;2829;17424;21018;22076;22077;22078;22079;22080;22081;22408;22409;23039;23040;23041;23042;29662;29663;29664;29665;33020;33021;34509;34510;34511;34512;34513;34514;35341;35342;35929;35930;35931;35932;35933;41263;41264;41265;41266;43834;43835;43836;43837;43838;43839;45267;45268;45269;45270;45271;46444;46445,1273;1274;1275;1276;1837;1838;1839;1840;2209;2210;2211;2212;2213;2214;13651;16373;17139;17140;17141;17142;17143;17144;17397;17398;17886;17887;23191;23192;25678;26743;26744;26745;26746;27335;27336;27773;27774;27775;27776;27777;32309;32310;34396;34397;34398;34399;34400;35502;35503;35504;36431,1273;1840;2210;2214;13651;16373;17140;17397;17887;23191;25678;26746;27336;27773;32309;32310;34396;35504;36431,12,119,-1;-1;-1;-1;-1
CON__P02538;Q8VED5;CON__Q8VED5,CON__P02538,21;4;4,16;1;1,1;0;0,,,,3,21,16,1,8,20,18,14,15,4,5,15,15,11,12,3,0,1,1,0,0,0,38.7,29.4,1.8,60.044,564,564;531;531,1,62,0,158.49,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,13.3,38.5,34.8,29.1,28.4,8,211060000,5902200,50841000,41500000,51683000,51456000,9672900,629220,17643000,11107000,1187100,1089000,165200,2,10,12,9,9,1,43,,,+,36,107;333;679;2299;3187;3311;5440;6129;6874;7241;7254;7265;7456;7849;7935;8492;9031;9206;9424;9425;11106,True;True;False;False;True;True;False;True;True;True;False;False;True;True;True;True;True;True;True;True;True,110;342;704;2386;3299;3431;5654;6370;7146;7577;7590;7602;7805;8211;8300;8871;9437;9624;9849;9850;11614,408;409;410;411;1276;1277;1278;1279;2593;8952;8953;8954;8955;8956;12549;12550;13027;13028;13029;13030;13031;22270;22271;22272;22273;22274;25067;25068;28081;28082;28083;28084;28085;29954;29955;29956;29957;30011;30012;30013;30014;30015;30016;30017;30018;30019;30020;30021;30022;30023;30070;30071;30860;30861;30862;30863;30864;30865;32435;32436;32437;32438;32439;32440;32781;32782;32783;32784;35035;35036;35037;37260;37261;37262;37263;37901;37902;37903;37904;37905;39047;39048;39049;39050;39051;46355;46356;46357,315;316;317;318;999;1000;1001;1002;2023;6905;6906;6907;6908;9737;9738;10119;17286;17287;17288;19471;21715;21716;21717;23414;23415;23416;23417;23467;23468;23469;23470;23471;23472;23473;23474;23475;23476;23514;23515;24127;24128;24129;24130;25265;25266;25267;25268;25524;25525;25526;27102;27103;27104;28790;28791;29277;29278;29279;29280;30494;30495;30496;30497;30498;36357,315;999;2023;6906;9738;10119;17287;19471;21716;23414;23475;23515;24128;25268;25525;27102;28790;29279;30497;30498;36357,13;14,1;242,-1;-1;-1
CON__P02769;CON__P02768-1,CON__P02769,7;1,7;1,7;1,,,,2,7,7,7,5,5,7,4,4,4,5,5,7,4,4,4,5,5,7,4,4,4,9.9,9.9,9.9,69.293,607,607;609,1,31,0,92.593,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,7.6,7.6,9.9,5.4,5.4,5.4,81542000,8964700,8501100,15092000,15426000,20009000,13550000,1785100,5071600,3626500,787120,1071400,878130,3,3,4,4,3,5,22,,,+,37,1166;2490;5223;5345;5748;8039;10042,True;True;True;True;True;True;True,1211;2583;5432;5557;5973;8408;10503,4442;4443;4444;9707;9708;9709;9710;9711;9712;21331;21332;21333;21334;21335;21336;21871;21872;21873;23491;23492;23493;23494;23495;23496;33168;33169;33170;33171;33172;33173;41725,3484;7533;7534;7535;16597;16598;16998;16999;18264;18265;18266;18267;18268;18269;18270;25794;25795;25796;25797;25798;25799;32673,3484;7533;16597;16999;18264;25798;32673,15,571,-1;-1
CON__P04264;CON__H-INV:HIT000016045,CON__P04264,35;1,35;1,23;0,,,,2,35,35,23,28,34,31,30,24,20,28,34,31,30,24,20,17,22,19,18,14,11,47.8,47.8,32.9,66.017,644,644;99,1,219,0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,42.4,47.8,47.4,46,43.8,39.6,2799900000,241100000,684470000,451990000,787390000,483110000,151860000,19660000,159570000,88468000,11734000,5508800,3714000,28,47,42,30,20,18,185,,,+,38,119;120;2533;2943;3359;4037;5207;5208;5438;6176;6247;6248;6586;6587;7243;7244;7254;7333;7820;7821;7822;8533;8796;8891;8892;8943;8988;9027;9626;9627;9739;9791;9792;10964;11104,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,123;124;2627;3051;3481;4194;5415;5416;5652;6420;6498;6499;6848;6849;7579;7580;7590;7675;7676;8182;8183;8184;8913;9190;9290;9291;9346;9393;9433;10068;10069;10184;10241;10242;11469;11612,452;453;454;9893;9894;9895;9896;9897;9898;9899;11548;11549;11550;11551;11552;11553;11554;13208;13209;13210;13211;13212;13213;16103;16104;16105;16106;16107;16108;21259;21260;21261;21262;21263;21264;21265;21266;22264;22265;22266;25271;25272;25273;25274;25275;25537;25538;25539;25540;25541;25542;25543;26944;26945;26946;26947;26948;26949;26950;26951;26952;26953;26954;26955;26956;26957;26958;26959;26960;26961;26962;26963;26964;26965;29961;29962;29963;29964;29965;29966;29967;29968;29969;30011;30012;30013;30014;30015;30016;30017;30018;30019;30020;30021;30022;30023;30336;30337;30338;30339;30340;30341;30342;30343;30344;30345;30346;30347;30348;30349;30350;30351;32326;32327;32328;32329;32330;32331;32332;32333;32334;32335;32336;32337;35180;35181;35182;35183;36288;36289;36290;36291;36292;36293;36294;36295;36296;36680;36681;36682;36683;36684;36685;36686;36687;36688;36689;36690;36691;36910;36911;36912;36913;36914;37093;37094;37095;37096;37097;37098;37099;37100;37247;37248;37249;40048;40049;40050;40051;40052;40053;40054;40055;40056;40057;40058;40059;40060;40061;40514;40515;40516;40517;40518;40519;40721;40722;40723;40724;40725;40726;40727;40728;40729;40730;40731;40732;40733;40734;40735;45712;45713;45714;45715;45716;45717;45718;46338;46339;46340;46341;46342;46343;46344;46345;46346;46347;46348;46349,362;363;364;7668;7669;7670;7671;7672;7673;7674;8977;8978;8979;8980;8981;8982;8983;8984;8985;8986;8987;8988;10257;10258;10259;10260;10261;10262;10263;10264;12608;12609;12610;12611;16555;16556;16557;16558;16559;16560;17281;17282;17283;19617;19618;19619;19823;19824;19825;19826;19827;19828;19829;19830;20897;20898;20899;20900;20901;20902;20903;20904;23421;23422;23423;23424;23425;23426;23427;23428;23429;23467;23468;23469;23470;23471;23472;23473;23474;23475;23476;23710;23711;23712;23713;23714;23715;23716;25172;25173;25174;25175;25176;25177;25178;25179;25180;25181;27217;27218;28031;28032;28033;28034;28035;28036;28037;28038;28039;28352;28353;28354;28355;28356;28357;28358;28359;28360;28361;28523;28524;28525;28526;28660;28661;28662;28663;28664;28665;28666;28667;28668;28669;28670;28671;28672;28673;28779;28780;31333;31334;31335;31336;31337;31338;31339;31340;31341;31342;31343;31344;31708;31709;31710;31711;31712;31869;31870;31871;31872;31873;31874;31875;31876;31877;31878;31879;31880;31881;31882;31883;31884;31885;35831;35832;35833;35834;35835;35836;35837;35838;36344;36345;36346;36347;36348;36349;36350;36351,362;364;7670;8983;10263;12610;16555;16559;17281;19617;19823;19830;20898;20902;23421;23426;23475;23710;25176;25180;25181;27217;28031;28356;28361;28524;28664;28780;31337;31339;31709;31879;31881;35833;36350,16;17,259;262,-1;-1
CON__P08779;Q61414;CON__P19012;CON__A2A4G1;P19001;CON__P19001;Q9D312;CON__P35900;CON__Q9D312;CON__Q8N1A0;Q8CCX5,CON__P08779,17;7;7;7;5;5;3;3;3;1;1,6;0;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0;0;0;0;0;0,,,,11,17,6,3,4,15,12,13,12,5,0,5,5,5,4,3,0,3,3,3,2,2,28.8,13.5,8,51.267,473,473;452;456;456;403;403;431;424;431;295;294,1,27,0,58.573,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,7.8,25.6,26.2,26.6,22,10.8,34368000,0,11957000,2755700,10487000,8035200,1133200,0,6752100,1051000,488070,480380,143630,0,7,4,6,2,0,19,,,+,39,424;611;739;740;4354;5141;5387;5483;5637;7170;8001;8556;9698;9930;9931;10493;10848,False;True;False;False;True;True;False;False;False;True;True;False;True;False;False;False;False,438;635;765;766;4524;5348;5349;5601;5697;5859;7502;8369;8942;10141;10387;10388;10979;11352,1629;1630;1631;1632;1633;2350;2351;2352;2825;2826;2827;2828;2829;17425;17426;21010;21011;21012;21013;21014;21015;21016;21017;22076;22077;22078;22079;22080;22081;22408;22409;23039;23040;23041;23042;29660;29661;33032;33033;33034;33035;33036;35341;35342;40351;40352;40353;40354;40355;40356;40357;41263;41264;41265;41266;43834;43835;43836;43837;43838;43839;45267;45268;45269;45270;45271,1273;1274;1275;1276;1834;1835;1836;2209;2210;2211;2212;2213;2214;13652;16367;16368;16369;16370;16371;16372;17139;17140;17141;17142;17143;17144;17397;17398;17886;17887;23190;25684;25685;25686;25687;27335;27336;31577;31578;31579;31580;32309;32310;34396;34397;34398;34399;34400;35502;35503;35504,1273;1835;2210;2214;13652;16371;17140;17397;17887;23190;25686;27336;31578;32309;32310;34396;35504,12;18;19;20,121;259;289;296,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
CON__P12763,CON__P12763,3,3,3,,,,1,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,10,10,10,38.418,359,359,1,18,0,72.974,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10,10,7,10,10,10,128050000,2527600,2711300,1805100,31775000,50482000,38752000,431290,1409700,863120,1033900,1500900,2063000,2,2,2,4,3,4,17,,,+,40,3854;7657;9851,True;True;True,4001;8013;10304,15307;15308;15309;15310;15311;15312;31647;31648;31649;31650;31651;31652;40956;40957;40958;40959;40960;40961,11925;11926;11927;11928;11929;11930;24680;24681;24682;24683;32074;32075;32076;32077;32078;32079;32080,11929;24683;32078,,,-1
CON__P13645;CON__P02535-1;P02535;CON__Q7Z3Y7;CON__Q148H6;CON__Q7Z3Y8;CON__Q2M2I5;CON__Q7Z3Z0;CON__O76013;CON__REFSEQ:XP_986630;CON__O76015;CON__Q14525;CON__A2AB72;CON__Q14532;CON__Q7Z3Y9;CON__Q99456;CON__Q92764;CON__Q497I4;P05784;CON__P05784;CON__A2A5Y0;CON__Q15323;CON__O76014;Q6IFX3;Q61897;Q8VCW2;Q62168;Q61765;Q497I4;B1AQ75;Q9Z320;A6BLY7;A1L317;CON__Q9UE12,CON__P13645,25;9;9;4;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,25;9;9;4;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,20;5;5;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,,,34,25,25,20,18,24,23,19,20,14,18,24,23,19,20,14,15,19,19,17,16,13,40.1,40.1,34.1,59.51,593,593;570;570;486;464;459;525;450;467;476;456;404;453;448;468;494;425;455;423;423;416;416;471;439;404;446;407;416;455;473;448;462;512;416,1,130,0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,31.2,40.1,38.6,32.4,35.8,25.8,1605500000,113560000,554310000,239110000,303910000,309250000,85410000,8710100,123840000,42905000,4459000,3606200,2033900,19,24,21,16,15,11,106,,,+,41,95;427;937;3337;4273;4564;4773;5387;5483;5631;6030;7169;8020;8034;8035;8427;8557;8705;8903;9204;9205;9640;10494;10848;11118,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,98;441;974;3458;4438;4749;4967;5601;5697;5853;6270;7501;8388;8402;8403;8805;8943;9098;9303;9622;9623;10083;10980;11352;11626,362;363;364;365;366;367;1642;1643;1644;1645;1646;1647;1648;1649;1650;1651;1652;1653;1654;1655;1656;3607;3608;3609;13115;13116;13117;13118;13119;13120;17099;17100;17101;17102;17103;17104;18498;18499;18500;18501;18502;18503;18504;19398;19399;19400;22076;22077;22078;22079;22080;22081;22408;22409;23021;24691;24692;24693;24694;24695;29657;29658;29659;33097;33098;33099;33100;33101;33102;33150;33151;33152;33153;33154;33155;34772;34773;35343;35344;35345;35346;35347;35348;35934;35935;35936;35937;35938;35939;36734;36735;36736;36737;36738;36739;37889;37890;37891;37892;37893;37894;37895;37896;37897;37898;37899;37900;40122;40123;40124;40125;40126;40127;43840;43841;43842;43843;43844;43845;45267;45268;45269;45270;45271;46397;46398;46399;46400;46401;46402,277;278;279;280;281;282;283;1284;1285;1286;1287;2814;2815;2816;10192;10193;10194;10195;10196;10197;10198;13406;13407;13408;13409;14507;14508;14509;14510;14511;14512;14513;15181;15182;17139;17140;17141;17142;17143;17144;17397;17398;17869;19178;19179;19180;19181;19182;23188;23189;25739;25740;25741;25742;25743;25744;25782;25783;25784;25785;25786;26918;27337;27338;27339;27340;27341;27342;27778;27779;27780;27781;27782;27783;28399;28400;28401;29268;29269;29270;29271;29272;29273;29274;29275;29276;31389;31390;31391;31392;31393;31394;31395;31396;31397;34401;34402;34403;34404;34405;34406;35502;35503;35504;36391;36392;36393,281;1286;2814;10198;13408;14511;15181;17140;17397;17869;19179;23188;25739;25782;25785;26918;27339;27783;28400;29271;29275;31389;34403;35504;36393,12;21,150;271,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
CON__P13647,CON__P13647,20,12,4,,,,1,20,12,4,12,19,17,14,14,3,6,11,10,8,8,1,3,4,4,4,4,1,34.2,21.4,5.6,62.378,590,590,1,51,0,129.8,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,17.8,32.2,28.6,24.2,24.7,5.1,66430000,2530500,20329000,14249000,14376000,13591000,1354900,394320,7244100,3992700,459000,329400,0,2,13,13,5,4,0,37,,,+,42,1367;2299;2886;3311;4600;5440;6545;6546;7240;7254;7265;7332;7849;7935;8492;8768;9233;9981;10158;11105,True;False;True;False;True;False;True;True;True;False;False;True;False;False;False;True;True;True;True;True,1415;1416;2386;2991;3431;4788;5654;6807;6808;7576;7590;7602;7673;7674;8211;8300;8871;9161;9651;10440;10622;10623;11613,5210;5211;5212;8952;8953;8954;8955;8956;11309;13027;13028;13029;13030;13031;18652;18653;18654;18655;18656;18657;18658;18659;22270;22271;22272;22273;22274;26799;26800;26801;26802;26803;26804;26805;26806;26807;26808;26809;26810;29950;29951;29952;29953;30011;30012;30013;30014;30015;30016;30017;30018;30019;30020;30021;30022;30023;30070;30071;30330;30331;30332;30333;30334;30335;32435;32436;32437;32438;32439;32440;32781;32782;32783;32784;35035;35036;35037;36165;36166;36167;36168;36169;37996;41464;41465;41466;42307;42308;42309;46350;46351;46352;46353;46354,4068;4069;6905;6906;6907;6908;8795;10119;14632;14633;14634;14635;14636;14637;14638;17286;17287;17288;20791;20792;20793;23410;23411;23412;23413;23467;23468;23469;23470;23471;23472;23473;23474;23475;23476;23514;23515;23704;23705;23706;23707;23708;23709;25265;25266;25267;25268;25524;25525;25526;27102;27103;27104;27937;27938;27939;29350;32464;32465;33184;33185;33186;36352;36353;36354;36355;36356,4069;6906;8795;10119;14635;17287;20792;20793;23411;23475;23515;23708;25268;25525;27102;27939;29350;32464;33184;36352,22;23;24;25;26,247;274;284;297;303,-1
CON__P34955,CON__P34955,3,3,3,,,,1,3,3,3,1,1,0,2,2,2,1,1,0,2,2,2,1,1,0,2,2,2,10.8,10.8,10.8,46.103,416,416,1,8,0,33.164,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,3.1,3.1,0,7.7,7.2,7.2,13316000,254160,129320,0,4431500,5359200,3141300,0,0,0,0,193060,193420,0,0,0,2,2,2,6,,,+,43,7327;9373;10501,True;True;True,7667;9793;10987,30312;30313;30314;30315;38825;43873;43874;43875,23690;23691;30306;34428;34429;34430,23690;30306;34429,,,-1
